gram_key,food_type,gram_type,tag1,tag2,tag3,tag4,tag5,tag1_list,tag2_list,tag3_list,tag4_list,tag5_list,tag6,tag7
margarita,b,1,alcohol,liquor,mixed,added sugar,,['alcohol'],['liquor'],['mixed'],['added sugar'],,,
martini,b,1,alcohol,liquor,mixed,,,['alcohol'],['liquor'],['mixed'],,,,
masala chai,b,2,,,,,,,,,,,,
masala tea,b,2,tea,herbal,,,,['tea'],['herbal'],,,,,
matcha,b,1,tea,green,,caffeine,,['tea'],['green'],,['caffeine'],,,
matcha latte,b,2,"tea, dairy",milk,,"caffeine, saturated fat",,"['tea', 'dairy']",['milk'],,"['caffeine', 'saturated fat']",,,
mate,b,1,dairy alternative,creamer,,"lactose-free, added sugar, saturated fat",,['dairy alternative'],['creamer'],,"['lactose-free', 'added sugar', 'saturated fat']",,,
mate tea,b,2,tea,,,caffeine,,['tea'],,,['caffeine'],,,
mauby,b,1,,,,,,,,,,,,
mct creamer,b,2,,,,,,,,,,,,
mead,b,1,alcohol,mead,,fermented,,['alcohol'],['mead'],,['fermented'],,,
meal shake,b,2,,,,,,,,,,,,
merlot,b,1,alcohol,wine,,,,['alcohol'],['wine'],,,,,
mezcal,b,1,alcohol,liquor,straight,fermented,,['alcohol'],['liquor'],['straight'],['fermented'],,,
michelob ultra,b,2,alcohol,beer,,fermented,,['alcohol'],['beer'],,['fermented'],,,
mikes hard lemonade,b,3,,,,,,,,,,,,
milchkaffee,b,1,"coffee, dairy",milk,,"caffeine, saturated fat",,"['coffee', 'dairy']",['milk'],,"['caffeine', 'saturated fat']",,,
milk,b,1,dairy,milk,,,,['dairy'],['milk'],,,,,
milk kefir,b,2,dairy,milk,,fermented,,['dairy'],['milk'],,['fermented'],,,
milk tea,b,2,"dairy, tea",milk,,"added sugar, caffeine, additive",,"['dairy', 'tea']",['milk'],,"['added sugar', 'caffeine', 'additive']",,,
milkshake,b,1,dairy,milkshake,,"saturated fat, additive",,['dairy'],['milkshake'],,"['saturated fat', 'additive']",,,
miller lite,b,2,alcohol,beer,,fermented,,['alcohol'],['beer'],,['fermented'],,,
milo,b,1,other,,,added sugar,,['other'],,,['added sugar'],,,
mimosa,b,1,"alcohol, juice/smoothie","champage, fruit",,,,"['alcohol', 'juice/smoothie']","['champage', 'fruit']",,,,,
minestrone,b,1,"other, grain","soup, wheat",,high sodium,,"['other', 'grain']","['soup', 'wheat']",,['high sodium'],,,
mint tea,b,2,tea,herbal,,,,['tea'],['herbal'],,,,,
mio,b,1,other,water additive,,"caffeine, electrolytes, artifical sugar",,['other'],['water additive'],,"['caffeine', 'electrolytes', 'artifical sugar']",,,
miso soup,b,2,other,soup,,high sodium,,['other'],['soup'],,['high sodium'],,,
mocha,b,1,"coffee, dairy",,,"caffeine, additive, added sugar",,"['coffee', 'dairy']",,,"['caffeine', 'additive', 'added sugar']",,,
modelo,b,1,,,,,,,,,,,,
mojito,b,1,"alcohol, juice/smoothie","liquor, fruit",mixed,added sugar,,"['alcohol', 'juice/smoothie']","['liquor', 'fruit']",['mixed'],['added sugar'],,,
molasses,b,1,other,syrup,,added sugar,,['other'],['syrup'],,['added sugar'],,,
molk,b,1,protein,protein shake,,,supplement,['protein'],['protein shake'],,,['supplement'],,
monster,b,1,energy drink,,,"caffeine, added sugar",,['energy drink'],,,"['caffeine', 'added sugar']",,,
monster energy,b,2,,,,,,,,,,,,
monster energy drink,b,3,energy drink,,,"added sugar, caffeine",,['energy drink'],,,"['added sugar', 'caffeine']",,,
moscato,b,1,alcohol,wine,,fermented,,['alcohol'],['wine'],,['fermented'],,,
moscow mule,b,2,alcohol,liquor,mixed,fermented,,['alcohol'],['liquor'],['mixed'],['fermented'],,,
mountain dew,b,2,soda,,,"caffeine, added sugar",,['soda'],,,"['caffeine', 'added sugar']",,,
mule,b,1,alcohol,liquor,mixed,,,['alcohol'],['liquor'],['mixed'],,,,
mushroom coffee,b,2,coffee,mushroom,,,,['coffee'],['mushroom'],,,,,
mushroom soup,b,2,other,soup,,high sodium,,['other'],['soup'],,['high sodium'],,,
naked,b,1,juice/smoothie,fruit & vegetable,,added sugar,,['juice/smoothie'],['fruit & vegetable'],,['added sugar'],,,
negroni,b,1,alcohol,liquor,mixed,,,['alcohol'],['liquor'],['mixed'],,,,
nespresso,b,1,coffee,,,caffeine,,['coffee'],,,['caffeine'],,,
nesquik,b,1,other,cocoa,,added sugar,,['other'],['cocoa'],,['added sugar'],,,
nettle tea,b,2,tea,herbal,,,,['tea'],['herbal'],,,,,
nog,b,1,dairy,"milk, egg",,"added sugar, saturaged fat",dessert,['dairy'],"['milk', 'egg']",,"['added sugar', 'saturaged fat']",['dessert'],,
non alcoholic beer,b,3,soda,,,fermented,,['soda'],,,['fermented'],,,
nutmeg,b,1,other,spice,,additive,,['other'],['spice'],,['additive'],,,
nutpod,b,1,dairy alternative,"nut (almond), coconut, creamer",,,,['dairy alternative'],"['nut (almond)', 'coconut', 'creamer']",,,,,
nuun,b,1,sports drink,,,"electrolytes, supplements, vitatmins, stevia sweetener",,['sports drink'],,,"['electrolytes', 'supplements', 'vitatmins', 'stevia sweetener']",,,
oat milk,b,2,dairy alternative,oat,,,,['dairy alternative'],['oat'],,,,,
oat milk latte,b,3,"coffee, dairy alternative",oat,,,,"['coffee', 'dairy alternative']",['oat'],,,,,
oatly,b,1,dairy alternative,oat,,,,['dairy alternative'],['oat'],,,,,
old fashioned,b,2,alcohol,liquor,,,,['alcohol'],['liquor'],,,,,
oolong,b,1,tea,oolong,,caffeine,,['tea'],['oolong'],,['caffeine'],,,
orange juice,b,2,juice/smoothie,fruit,,,,['juice/smoothie'],['fruit'],,,,,
orange pekoe,b,2,,,,,,,,,,,,
orange pekoe tea,b,3,,,,,,,,,,,,
ovaltine,b,1,other,milk,,added sugar,,['other'],['milk'],,['added sugar'],,,
pacifico,b,1,,,,,,,,,,,,
pea protein,b,2,protein,protein powder,,,,['protein'],['protein powder'],,,,,
pedialyte,b,1,sports drink,,,"vitamins, electrolytes, caffeine-free",,['sports drink'],,,"['vitamins', 'electrolytes', 'caffeine-free']",,,
peppermint tea,b,2,tea,herbal,,,,['tea'],['herbal'],,,,,
pepsi,b,1,soda,,,"caffeine, added sugar",,['soda'],,,"['caffeine', 'added sugar']",,,
pepsi max,b,2,soda,diet,,"caffeine-free, artificial sweetener",,['soda'],['diet'],,"['caffeine-free', 'artificial sweetener']",,,
peroni,b,1,alcohol,beer,,fermented,,['alcohol'],['beer'],,['fermented'],,,
piccolo,b,1,"coffee, dairy",milk,,"caffeine, saturated fat",,"['coffee', 'dairy']",['milk'],,"['caffeine', 'saturated fat']",,,
pilsner,b,1,alcohol,beer,,fermented,,['alcohol'],['beer'],,['fermented'],,,
pimms,b,1,alcohol,liquor,,,,['alcohol'],['liquor'],,,,,
pina colada,b,2,"alcohol, dairy alternative, juice/smoothie","liquor, coconut milk, fruit",mixed,"fermented, saturated fat",,"['alcohol', 'dairy alternative', 'juice/smoothie']","['liquor', 'coconut milk', 'fruit']",['mixed'],"['fermented', 'saturated fat']",,,
pineapple juice,b,2,"juice/smoothie, fruit",,,,,"['juice/smoothie', 'fruit']",,,,,,
pink lemonade,b,2,,,,,,,,,,,,
pinot,b,1,alcohol,wine,,fermented,,['alcohol'],['wine'],,['fermented'],,,
pinot grigio,b,2,alcohol,wine,,,,['alcohol'],['wine'],,['fermented'],,,
pinot gris,b,2,alcohol,wine,,,,['alcohol'],['wine'],,,,,
pinot noir,b,2,alcohol,wine,,fermented,,['alcohol'],['wine'],,,,,
plant milk,b,2,,,,,,,,,,,,
pom,b,1,juice/smoothie,fruit,,,,['juice/smoothie'],['fruit'],,,,,
pomegranate juice,b,2,juice/smoothie,fruit,,,,['juice/smoothie'],['fruit'],,,,,
pop,b,1,soda,,,added sugar,,['soda'],,,,,,
port,b,1,alcohol,wine,,fermented,,['alcohol'],['wine'],,,,,
porter,b,1,alcohol,beer,,fermented,,['alcohol'],['beer'],,,,,
potato soup,b,2,other,soup,,high sodium,,['other'],['soup'],,,,,
powerade,b,1,sports drink,,,"artifical sweetener, vitamins, electrolytes",,['sports drink'],,,['sugar-free'],,,
powerade zero,b,2,sports drink,,,sugar-free,,['sports drink'],,,"['saturated fat', 'high sodium']",,,
pre workout,b,2,energy drink,preworkout,,"caffeine, vitamins, amino acids",supplement,['energy drink'],['preworkout'],,,,,
prejym,b,1,energy drink,preworkout,,"caffeine, vitamins, amino acids",supplement,['energy drink'],['preworkout'],,,,,
premier protein,b,2,protein,protein smoothie,,added sugar,supplement,['protein'],['protein smoothie'],,['added sugar'],['supplement'],,
premier protein drink,b,3,protein,protein smoothie,,added sugar,supplement,['protein'],['protein smoothie'],,,,,
propel,b,1,,,,,,,,,,,,
prosecco,b,1,alcohol,wine,,fermented,,['alcohol'],['wine'],,,,,
protein drink,b,2,protein,,,,supplement,['protein'],,,,['supplement'],,
protein powder,b,2,protein,,,,supplement,['protein'],,,,['supplement'],,
protein shake,b,2,protein,protein smoothie,,,supplement,['protein'],['protein smoothie'],,,['supplement'],,
protein smoothie,b,2,protein,protein smoothie,,,supplement,['protein'],['protein smoothie'],,['fermented'],,,
prymal,b,1,dairy alternative,creamer,,,,['dairy alternative'],['creamer'],,,,,
puer,b,1,tea,,,fermented,,['tea'],,,,,,
puer tea,b,2,tea,herbal,,,,['tea'],['herbal'],,,,,
pumpkin soup,b,2,other,soup,,high sodium,,['other'],['soup'],,,,,
radler,b,1,alcohol,beer,,fermented,,['alcohol'],['beer'],,,,,
raspberry leaf tea,b,3,,,,,,,,,,,,
realemon,b,1,juice/smoothie,fruit,,added sugar,,['juice/smoothie'],['fruit'],,,,,
red bull,b,2,energy drink,,,"caffeine, added sugar",,['energy drink'],,,,,,
red bush tea,b,3,tea,red,,,,['tea'],['red'],,,,,
red wine,b,2,alcohol,wine,,fermented,,['alcohol'],['wine'],,,,,
redbush,b,1,tea,herbal,,,,['tea'],['herbal'],,,,,
ribena,b,1,"soda, juice/smoothie",,,"caffeine-free, added sugar",,"['soda', 'juice/smoothie']",,['beef'],['saturated fat'],,,
rice milk,b,2,dairy alternative,rice,,additive,,['dairy alternative'],['rice'],,,,,
riesling,b,1,alcohol,wine,,fermented,,['alcohol'],['wine'],,,,,
ripple,b,1,dairy alternative,pea protein milk,,vitamins,,['dairy alternative'],['pea protein milk'],,,,,
rock star,b,2,energy drink,,,"added sugar, caffeine",,['energy drink'],,,,,,
rockstar,b,1,energy drink,,,"caffeine, added sugar",,['energy drink'],,,,,,
rooibos tea,b,2,tea,herbal,,,,['tea'],['herbal'],,"['caffeine-free', 'added sugar']",,,
root beer,b,2,soda,,,"caffeine-free, added sugar",,['soda'],,,,,,
rose hip,b,2,tea,herbal tea,,caffeine-free,,['tea'],['herbal tea'],,['fermented'],,,
rose wine,b,2,alcohol,wine,,fermented,,['alcohol'],['wine'],,,,,
rosehip tea,b,2,tea,herbal,,,,['tea'],['herbal'],,,,,
rum,b,1,alcohol,liquor,straight,,,['alcohol'],['liquor'],,,,,
sake,b,1,alcohol,liquor,straight,fermented,,['alcohol'],['liquor'],,,,,
san pellegrino,b,2,,,,,,,,,,,,
san pellegrino blood orange,b,4,,,,,,,,,,,,
sangria,b,1,alcohol,"wine, fruit",,,,['alcohol'],"['wine', 'fruit']",,,,,
sauvignon,b,1,alcohol,wine,,fermented,,['alcohol'],['wine'],,['fermented'],,,
sauvignon blanc,b,2,alcohol,wine,,fermented,,['alcohol'],['wine'],,,,,
scotch,b,1,alcohol,liquor,straight,fermented,,['alcohol'],['liquor'],,,,,
screwdriver,b,1,"alcohol, juice/smoothie","liquor, fruit",,mixed,,"['alcohol', 'juice/smoothie']","['liquor', 'fruit']",,,,,
sencha,b,1,tea,green tea,,caffeine,,['tea'],['green tea'],,,,,
shake,b,1,,,,,,,,,,['supplement'],,
shakeology,b,1,protein,protein shake,,,supplement,['protein'],['protein shake'],,,,,
shandy,b,1,"alcohol, juice/smoothie","beer, fruit",,"added sugar, fermented",,"['alcohol', 'juice/smoothie']","['beer', 'fruit']",,,,,
sherry,b,1,alcohol,wine,,fermented,,['alcohol'],['wine'],,,,,
shiraz,b,1,alcohol,wine,,fermented,,['alcohol'],['wine'],,['gluten free'],,,
sierra mist,b,2,soda,,,added sugar,,['soda'],,,,,,
skim milk,b,2,dairy,milk,skim,,,['dairy'],['milk'],,,,,
skimmed milk,b,2,dairy,milk,skim,,,['dairy'],['milk'],,,,,
sleepy time,b,2,tea,herbal,,caffeine free,,['tea'],['herbal'],,,,,
slim fast shake,b,3,protein,protein smoothie,,,,['protein'],['protein smoothie'],"['chicken', 'beef']","['saturated fat', 'high sodium', 'highly processed']",,,
slushy,b,1,other,,,"added sugar, artificial flavors",,['other'],,,,,,
smoothie,b,1,juice/smoothie,,,,,['juice/smoothie'],,,,,,
snapple,b,1,"juice/smoothie, tea",,,"added sugar, highly processed",,"['juice/smoothie', 'tea']",,,"['added sugar', 'bar', 'unsaturated fat', 'highly processed']",,,
soda,b,1,soda,,,"caffeine, added sugar",,['soda'],,,,,,
soft drink,b,2,soda,,,,,['soda'],,,,,,
soja drink,b,2,,,,,,,,['straight'],,,,
soju,b,1,alcohol,liquor,straight,,,['alcohol'],['liquor'],,,,,
sour milk,b,2,dairy,,,,,['dairy'],,,"['added sugar', 'highly processed']",,,
soy cappuccino,b,2,"dairy alternative, coffee",soy,,caffeine,,"['dairy alternative', 'coffee']",['soy'],['bean'],['highly processed'],,,
soy creamer,b,2,,,,,,,,,['caffeine'],,,
soy latte,b,2,"coffee, dairy alternative",nut,,caffeine,,"['coffee', 'dairy alternative']",['nut'],,,,,
soy milk,b,2,dairy alternative,,,,,['dairy alternative'],,,['high sodium'],['sauce'],,
soylent,b,1,other,,,,,['other'],,,"['high sodium', 'highly processed']",,,
sparkling wine,b,2,alcohol,wine,,fermented,,['alcohol'],['wine'],,,,,
spinach shake,b,2,juice/smoothie,vegetable smoothie,,,,['juice/smoothie'],['vegetable smoothie'],,,,,
splenda,b,1,other,artificial sweetener,,artificial sweetener,,['other'],['artificial sweetener'],,,,,
sprite,b,1,soda,,,"added sugar, caffeine",,['soda'],,,"['caffeine', 'artifical sweetener']",,,
sprite zero,b,2,soda,diet soda,,"caffeine, artifical sweetener",,['soda'],['diet soda'],,['fermented'],,,
spritzer,b,1,"alcohol, sparkling water","wine, flavored mineral water",,fermented,,"['alcohol', 'sparkling water']","['wine', 'flavored mineral water']",,,,,
squirt,b,1,soda,,,"caffeine, added sugar",,['soda'],,,,['sauce'],,
starbucks,b,1,,,,,,,,,"['added sugar', 'artifical flavors']",,,
stella artois,b,2,alcohol,beer,,fermented,,['alcohol'],['beer'],,,,,
stevia,b,1,sweetner,,,,,['sweetner'],,,"['sweetener', 'additive', 'stevia']",,,
stevia drop,b,2,other,,,"sweetener, additive, stevia",,['other'],,,"['artificial sweetener', 'additive']",,,
stevia extract,b,2,other,,,"artificial sweetener, additive",,['other'],,,,,,
stout,b,1,alcohol,beer,,fermented,,['alcohol'],['beer'],,,,,
strawberry banana smoothie,b,3,juice/smoothie,fruit,,,,['juice/smoothie'],['fruit'],,['fermented'],,,
stur,b,1,sports drink,,,"electrolytes, antioxidants, stevia sweetened",,['sports drink'],,,,,,
sucralose,b,1,other,,,artificle sweetener,,['other'],,,,,,
sugar syrup,b,2,other,,,"added sugar, additive",,['other'],,,,,,
suja,b,1,juice/smoothie,"fruit, vegetable",,,,['juice/smoothie'],"['fruit', 'vegetable']",,,,,
sunkist,b,1,soda,,,"caffeine, added sugar",,['soda'],,,,,,
super green,b,2,juice/smoothie,vegetable,,,supplement,['juice/smoothie'],['vegetable'],,,,,
superfood creamer,b,2,dairy alternative,creamer,,"added sugar, additive",,['dairy alternative'],['creamer'],,,,,
supermix,b,1,,,,,supplement,,,,,,,
sweet leaf sweet drop,b,4,,,,,,,,,['Artificial sweetener'],,,
sweet tea,b,2,tea,,,added sugar,,['tea'],,,,,,
syrup,b,1,other,,,"additive, added sugar",,['other'],,,,,,
tazo,b,1,tea,,,,,['tea'],,,,,,
tea,b,1,tea,,,,,['tea'],,,,,,
teabag,b,1,tea,,,,,['tea'],,,,,,
teh,b,1,,,,,,,,,,['paste'],,
tequila,b,1,alcohol,liquor,straight,fermented,,['alcohol'],['liquor'],,,,,
thorne protein,b,2,protein,protein powder,,,supplement,['protein'],['protein powder'],,,['supplement'],,
thorne protein powder,b,3,protein,protein powder,,,supplement,['protein'],['protein powder'],,,,,
thyme tea,b,2,,,,,,,,,,,,
tisane,b,1,tea,herbal,,,,['tea'],['herbal'],,['fermented'],,,
tito,b,1,alcohol,liquor,,fermented,,['alcohol'],['liquor'],,,,,
tomato juice,b,2,juice/smoothie,vegetable,,,,['juice/smoothie'],['vegetable'],,"['added sugar', 'unsaturated fat ']",['sauce'],,
tonic water,b,2,sparkling water,flavored carbonated water,,"added sugar, fermented",,['sparkling water'],['flavored carbonated water'],,"['high sodium', 'saturated fat', 'fried']",,,
topo chico,b,2,sparkling water,plain mineral water,,,,['sparkling water'],['plain mineral water'],,,,,
torani,b,1,other,syrup,,"additive, added sugar",,['other'],['syrup'],,['saturated fat'],,,
true lemon,b,2,,,,,,,,,,,,
true lime,b,2,,,,,,,,,,,,
truly,b,1,"alcohol, sparkling water",liquor,,"artifical sweetener, fermented",,"['alcohol', 'sparkling water']",['liquor'],,,,,
truvia,b,1,,,,,,,,,,,,
turmeric latte,b,2,"dairy, other","spice, milk",,,,"['dairy', 'other']","['spice', 'milk']",,,,,
turmeric tea,b,2,tea,herbal,,,,['tea'],['herbal'],,,,,
ultima,b,1,sports drink,water additive,,"electrolytes, stevia",supplement,['sports drink'],['water additive'],,"['electrolytes', 'stevia sweetener']",,,
ultima replenisher,b,2,sports drink,,,"electrolytes, stevia sweetener",,['sports drink'],,,,,,
unsweetened iced tea,b,3,tea,,,,,['tea'],,,['saturated fat'],,,
v8,b,1,,,,,,,,,,,,
v8 energy,b,2,,,,,,,,['oxazepam'],,,,
vanilla creamer,b,2,,,,,,,,,,,,
vega,b,1,protein,protein smoothie,,,,['protein'],['protein smoothie'],,,,,
vegan protein,b,2,protein,legume,,,,['protein'],['legume'],,,,,
vegetable juice,b,2,juice/smoothie,vegetable,,,,['juice/smoothie'],['vegetable'],,,,,
vegetable smoothie,b,2,juice/smoothie,vegetable,,,,['juice/smoothie'],['vegetable'],,['high sodium'],,,
vermouth,b,1,alcohol,wine,,,,['alcohol'],['wine'],,"['saturated fat', 'added sugar']",,,
vimto,b,1,soda,,,added sugar,,['soda'],,,,,,
vin,b,1,,,,,,,,,,,,
vinegar,b,1,other,vinegar,,,,['other'],['vinegar'],,,,,
vino,b,1,,,,,,,,,,,,
vita,b,1,,,,,,,,,,,,
vital drink,b,2,,,,,,,,,,,,
vitamin water,b,2,other,water additive,,vitamins,,['other'],['water additive'],,,,,
vittoria dark chocochino,b,3,"dairy, other","milk, syrup",chocolate,added sugar,dessert,"['dairy', 'other']","['milk', 'syrup']",,,,,
vodka,b,1,alcohol,liquor,straight,fermented,,['alcohol'],['liquor'],['mixed'],"['caffeine', 'added sugar']",,,
vodka soda,b,2,"alcohol, soda",liquor,mixed,"caffeine, added sugar",,"['alcohol', 'soda']",['liquor'],,,,,
wegmans lite,b,2,,,,,,,,,,,,
wheatgrass,b,1,juice/smoothie,vegetable,,,,['juice/smoothie'],['vegetable'],,,,,
whey,b,1,protein,protein powder,,,supplement,['protein'],['protein powder'],,,,,
whey protein,b,2,protein,protein powder,,added sugar,supplement?,['protein'],['protein powder'],,,,,
whey protein shake,b,3,protein,protein smoothie,,,,['protein'],['protein smoothie'],,,,,
whipped cream,b,2,dairy,cream,,,,['dairy'],['cream'],['straight'],['fermented'],,,
whiskey,b,1,alcohol,liquor,straight,fermented,,['alcohol'],['liquor'],,,,,
white claw,b,2,alcohol,hard seltzer,,,,['alcohol'],['hard seltzer'],,,,,
white claw hard seltzer,b,4,alcohol,hard seltzer,,,,['alcohol'],['hard seltzer'],,,,,
white coffee,b,2,coffee,,,,,['coffee'],,,,,,
white tea,b,2,tea,white,,caffeine,,['tea'],['white'],,,,,
white wine,b,2,alcohol,wine,,fermented,,['alcohol'],['wine'],['fish'],,,,
whole milk,b,2,dairy,milk,,saturated fat,,['dairy'],['milk'],,,,,
wine,b,1,alcohol,wine,,fermented,,['alcohol'],['wine'],['chicken'],,,,
yakult,b,1,dairy,milk,,fermented,,['dairy'],['milk'],,,,,
yerba mate,b,2,tea,,,caffeine,,['tea'],,,,,,
yerba mate tea,b,3,tea,herbal,,,,['tea'],['herbal'],,,,,
yogi tea,b,2,,,,,,,,,['fermented'],,,
zevia,b,1,soda,,,"caffeine, natural sweetener",,['soda'],,,,,,
zinfandel,b,1,alcohol,wine,,fermented,,['alcohol'],['wine'],,,,,
zipfizz,b,1,energy drink,,,"artificial sweetener, caffeine, electrolytes, vitamins, supplements",,['energy drink'],,,,,,
acai,f,1,fruit,berry,,,,['fruit'],['berry'],,,,,
acai bowl,f,2,fruit,,,,,['fruit'],,,,,,
acorn squash,f,2,vegetable,,,,,['vegetable'],,,,,,
activia yogurt,f,2,,,,,,,,,,,,
adobo,f,1,protein,,,high sodium,,['protein'],,,['high sodium'],,,
adzuki,f,1,protein,legume,bean,,,['protein'],['legume'],['bean'],,,,
afternoon tea,f,2,,,,,,,,,,,,
ag1,f,1,,,,,,,,,,,,
agave,f,1,,,,,,,,,,,,
agedashi tofu,f,2,,,,,,,,,,,,
ahi,f,1,protein,seafood,fish,,,['protein'],['seafood'],['fish'],,,,
ahi poke,f,2,protein,seafood,fish,,,['protein'],['seafood'],['fish'],,,,
ahi tuna,f,2,protein,seafood,fish,,,['protein'],['seafood'],['fish'],,,,
aioli,f,1,,,,,,,,,,,,
ajvar,f,1,"vegetable, other",oil,,,condiment,"['vegetable', 'other']",['oil'],,,['condiment'],,
al pastor,f,2,protein,pork,,high sodium,,['protein'],['pork'],,['high sodium'],,,
albacore,f,1,protein,seafood,fish,,,['protein'],['seafood'],['fish'],,,,
alfajor,f,1,dessert/sweet treat,baked good,,"added sugar, saturated fat",,['dessert/sweet treat'],['baked good'],,"['added sugar', 'saturated fat']",,,
alfalfa,f,1,,,,,,,,,,,,
alfalfa sprout,f,2,vegetable,,,,,['vegetable'],,,,,,
alfredo,f,1,dairy,,,,sauce,['dairy'],,,,['sauce'],,
alfredo sauce,f,2,,,,,,,,,,,,
allspice,f,1,other,spice,,,,['other'],['spice'],,,,,
almond,f,1,nut,,,unsaturated fat,,['nut'],,,['unsaturated fat'],,,
almond butter,f,2,nut,almond,,unsaturated fat,,['nut'],['almond'],,['unsaturated fat'],,,
almond flour,f,2,nut,almond,,,,['nut'],['almond'],,,,,
aloe,f,1,vegetable,leafy,,,,['vegetable'],['leafy'],,,,,
aloe vera,f,2,,,,,,,,,,,,
aloo paratha,f,2,"grain, vegetable","wheat, root",,,,"['grain', 'vegetable']","['wheat', 'root']",,,,,
alpen,f,1,grain,oat,,,,['grain'],['oat'],,,,,
alredo sauce,f,2,,,,,,,,,,,,
altoids,f,1,other,mint,,added sugar,,['other'],['mint'],,['added sugar'],,,
amala,f,1,vegetable,,,,,['vegetable'],,,,,,
amaranth,f,1,other,plant,,,,['other'],['plant'],,,,,
amaranto,f,1,other,plant,,,,['other'],['plant'],,,,,
amazing grass,f,2,,,,,,,,,,,,
amla,f,1,fruit,berry,,,,['fruit'],['berry'],,,,,
